premise,hypothesis,label,negation_type
O presidente está participando de uma reunião,O presidente não está sozinho.,1,syn
Não há nenhum livro sendo aberto para leitura,Não há ninguém lendo um livro agora.,1,syn
"Um garoto, ainda na flor da idade, está empinando pipa em um campo aberto e ventoso",O garoto não está empinando pipa em um local fechado.,1,syn
As folhas são verdes.,Nada nas folhas é azul.,1,syn
Uma mulher está despejando gotas de baunilha em uma tigela de biscoitos,A mulher não está colocando açúcar na tigela de biscoitos.,1,syn
Uma adolescente está interagindo com um tablet,A adolescente não está correndo na rua.,1,syn
"Um gato, que é grande e cinza, está caçando um pequeno pássaro amarelo",O gato grande e cinza não está descansando.,1,syn
Cinco pessoas estão sentadas à mesa em um palco diante de uma tela de projeção,As cinco pessoas não estão deitadas no palco.,1,syn
Uma mulher não está descascando uma cebola,Uma mulher não está chorando por causa de cebolas.,1,syn
Duas garrafas de vinho estão posicionadas à frente de sua caixa de madeira,As garrafas de vinho não estão dentro da caixa de madeira.,1,syn
Um bando de turistas europeus está jantando em um bistrô,Um bando de turistas europeus não está tomando café da manhã em um bistrô.,1,syn
Um homem está realizando uma chamada de vídeo com várias pessoas através de seu notebook,O homem não está sozinho enquanto realiza a chamada de vídeo.,1,syn
Não existe nenhum garoto com pintas azuis e verdes no rosto,Não há um garoto com pintas azuis e verdes no rosto.,1,syn
O entregador usa uma moto na cor cinza metálica,O entregador não está andando de carro.,1,syn
Três garrafas de vinagre de vinho tinto estão deitadas irregularmente sobre uma mesa de madeira,A mesa não está vazia.,1,syn
Uma menina está na escola com um monstro atrás dela enquanto outra menina também está presente,A menina não está sozinha na escola,1,syn
Um homem está sendo perseguido por um drone que ilumina o local com luz azul,Um homem não está controlando um drone pessoal enquanto é iluminado por ele.,1,syn
Um carro capotado é observado através de um retrovisor,O carro capotado não está em sua posição original.,1,syn
Um homem está apoiado em um carro de Fórmula 1,O homem não está dirigindo o carro.,1,syn
As frutas estão sendo arrumadas em uma cesta por uma mulher,As frutas não estão sendo arrumadas em uma cesta por um homem.,1,syn
"Uma jovem menina, aparentemente nervosa, está em um palco de teatro",Uma jovem menina não está calma no palco.,1,syn
Duas modelos estão sorrindo e segurando as fragrâncias,As modelos não estão sérias.,1,syn
Uma mulher está dirigindo um carro,Uma mulher não está andando a pé.,1,syn
"Um homem sério está recostado em uma parede grafitada, com cabelos que alcançam a gola do seu casaco",O homem não tem cabelo raspado.,1,syn
A banda participa de um ensaio fotográfico,A banda não está tocando ao vivo agora.,1,syn
"O gato de pelagem desgastada se equilibra nos membros posteriores, pronto para dar o bote",O gato de pelagem desgastada não está parado.,1,syn
Uma mulher está tomando café da manhã na cozinha,A mulher não está jantando na cozinha.,1,syn
Os alunos das escolas públicas compareceram à bienal do livro,Nem todos os alunos que compareceram à bienal do livro são de escolas públicas.,1,syn
Dois adolescentes não estão sentados no banco do parque,Dois adolescentes não estão sentados no banco do parque durante o dia.,1,syn
As crianças estão brincando com seus coelhos no parque.,As crianças não estão brincando sem seus coelhos no parque.,1,syn
A professora está ensinando matemática na sala de aula,A professora não está ensinando história na sala de aula.,1,syn
"Dois carrinhos motorizados para criança, um amarelo e outro prata, estão presentes",O carrinho motorizado prata não é o único presente.,1,syn
Um homem desnutrido está deitado no chão,Tem um homem não saudável deitado no chão,1,syn
A estampa azul é o detalhe principal do jogo de lençol,O jogo de lençol não tem um detalhe principal que não seja a estampa azul.,1,syn
Um homem está fazendo a barba no espelho,Um homem não está lavando o rosto no espelho.,1,syn
Uma torneira está pingando água enquanto uma mão a abre,A torneira não está totalmente aberta.,1,syn
A seguidora está observando a formação das três pedras,A seguidora não está ignorando as três pedras,1,syn
Uma mulher grávida contempla sua barriga perto de uma janela iluminada,Uma mulher grávida não está contemplando a paisagem externa.,1,syn
Uma aluna está sentada enquanto outros alunos assistem em pé,Nenhum aluno além dela está sentado.,1,syn
O artista está fora do estúdio.,O artista não está no estúdio.,1,syn
Um artista está grafitando um caminhão usando vários sprays de tinta,O grafite não está sendo feito com uma única cor.,1,syn
Vários copinhos de vidro contêm molho de abacate e um mix de legumes em formato de palitos,Vários copinhos de vidro não contêm nada além de molho de abacate e um mix de legumes em formato de palitos.,1,syn
Duas crianças estão se divertindo enquanto brincam em um rio cercado pela natureza,As crianças não estão paradas enquanto brincam no rio.,1,syn
Existe um homem cortando tomates em uma tábua com uma faca de aço inoxidável,O homem não está cortando cebolas.,1,syn
Uma criança alegre está depositando moedas em seu cofrinho rosa,A criança alegre não está removendo moedas do seu cofrinho rosa.,1,syn
A família planeja viajar para o litoral no próximo feriado,A família não viajará para as montanhas no próximo feriado.,1,syn
A pessoa se compromete a dedicar mais tempo para se relacionar com outros,A pessoa não prometeu dedicar menos tempo para se relacionar com outros.,1,syn
O homem está retirando tomate da salada,O homem não está adicionando tomates na salada.,1,syn
Uma aeronave está se aproximando para o pouso sob um céu laranja coberto de nuvens,O avião não está pousando sob um céu claro e sem nuvens.,1,syn
"Os pequenos estão correndo ao redor de um carvalho, que é imensamente alto",As crianças não estão paradas ao lado do carvalho.,1,syn
Um gato preto está pulando na grama,Um gato preto está pulando na grama e não está parado.,1,syn
"Uma mulher está deitada no sofá com as pernas para cima, tomando chá","A mulher não está em pé, bebendo café",1,syn
"Uma modelo feminina veste uma blusa rosa com detalhes em branco e azul nas mangas, gola e barra",A modelo não está vestindo uma blusa verde.,1,syn
A mulher está cozinhando uma refeição vegetariana.,A refeição não contém carne.,1,syn
Um trator está removendo lixo irregular,O trator não está sendo usado para construir nada.,1,syn
Um menino está lendo um livro atrás de uma grande estante,Um menino não está correndo atrás de uma grande estante.,1,syn
Todos estão se reunindo em um ambiente fechado.,A reunião não é ao ar livre.,1,syn
"Uma mulher está navegando, parando e traçando o caminho",A mulher não está fora da água.,1,syn
Indivíduos estão distantes do parque repleto de árvores e encaram o dia quente com dificuldade,Pessoas não estão aproveitando o dia quente no parque repleto de árvores.,1,syn
O garçom está servindo o almoço,O garçom não está sentado almoçando.,1,syn
Um suéter azul está sendo usado por um garoto que está deitado no sofá e assistindo televisão,O garoto não está brincando com um cachorro pequeno no momento.,1,syn
Um homem está fazendo a barba no espelho,Um homem não está cortando o cabelo no espelho.,1,syn
Um artista está pintando um retrato de sua modelo em seu estúdio,O artista não está pintando natureza morta.,1,syn
Vários pacotes de pães de forma de diferentes sabores e tamanhos estão dispostos em uma bancada,A bancada não está desprovida de pães de forma,1,syn
Um pequeno garoto está brincando ao ar livre após a chuva,Um pequeno garoto não está brincando em um ambiente fechado após a chuva.,1,syn
Um álbum contém dedicatórias escritas por vários autores,O álbum nunca foi dedicado por um único autor.,1,syn
Uma folha de tecido está sendo costurada pela mulher,O tecido não está sendo costurado por um homem.,1,syn
A campanha busca conscientizar as pessoas a não abandonarem animais,A campanha não está focada em ações punitivas para quem abandona animais.,1,syn
Nenhum garoto está escondido atrás de uma pilha de caixotes de madeira,Nenhum garoto está se escondendo atrás de uma pilha de caixotes de madeira,1,syn
"Um manequim está vestido com calça preta, cinto preto e blusa de viscose preta com estampa floral",O manequim não está exibindo uma camisa de poá.,1,syn
Um estudo confirmou que a cerveja é mais eficaz no alívio das dores do que o paracetamol,"A cerveja é, para as dores de cabeça, menos ineficaz até mesmo que o paracetamol.",1,morph
"No noticiário são comuns, infelizmente, os casos de feminicídios",Não são incomuns no noticiário os casos de violência.,1,morph
Um menino de jaqueta vermelha está segurando um balão colorido sem ninguém por perto,O menino de jaqueta vermelha está desacompanhado.,1,morph
Dois homens idosos estão usando óculos de leitura,Dois homens idosos têm uma visão imperfeita.,1,morph
Um homem está comendo uma laranja e jogando cascas no chão,O homem come a fruta cítrica com deselegância.,1,morph
Um estudo revela que um terço dos funcionários experimenta situações embaraçosas nas festas corporativas,Alguns funcionários se sentem desconfortáveis nas festas corporativas,1,morph
Uma mulher está imprudentemente cortando o pão com uma serra elétrica,Uma mulher está cortando o pão com uma ferramenta anormal,1,morph
A garota audaz está com medo de andar de skate,A garota audaz está desanimada para andar de skate,1,morph
Os gatos estão se movendo de um móvel para outro.,Os gatos estão se recusam a ficar imóveis.,1,morph
O senhor está cometendo erros ao dirigir.,O senhor está dirigindo imperfeitamente.,1,morph
A campanha busca conscientizar as pessoas a não abandonarem animais,A campanha desincentiva as pessoas a abandonarem seus animais.,1,morph
Tenha autoconfiança e não dependa da aprovação dos outros para reconhecer o próprio valor,O valor pessoal independe da aprovação dos outros.,1,morph
O espírito enfatiza a necessidade humana de verdade e luz espiritual sobre a necessidade de dinheiro e pão,O espírito desestimula a importância busca por bens terrenos.,1,morph
Não é possível ver um coala pendurado.,Existe um coala invisível pendurado na árvore.,1,morph
"A questão levantada sugere que as perturbações diárias possam ser equilibradas através de práticas como comer, fazer sexo ou fazer compras",As pessoas frequentemente procuram maneiras de descentrar suas perturbações diárias.,1,morph
A comissão aprovou um projeto que estabelece limites de ruído para fogos de artifício,A comissão também analisa projetos relacionados ao desassossego sonoro em geral.,1,morph
"Ao colocar uma concha na orelha, é possível ouvir o eco das próprias artérias e o som ambiente, e não o som do mar como comumente se acredita","Ao colocar uma concha na orelha, é improvável ouvir o som do mar",1,morph
Uma hélice é criada usando uma caneta 3D com um filamento vermelho,Uma hélice é criada usando uma caneta inesperada.,1,morph
Uma mulher em trajes de exercícios físicos está exibindo o bíceps,A mulher está vestida para um evento informal.,1,morph
A criança está revoltada com a cancela que continua a bater e voltar,A criança está infeliz com a cancela que continua a bater e voltar.,1,morph
Sampaio ressaltou que o novo pedido de impeachment tem todos os elementos para ser aceito por Cunha.,A decisão de Cunha deve desimpedir o impeachment.,1,morph
Jandira Feghali afirmou que entrará na Corregedoria da Câmara com representação contra Fraga por quebra de decoro parlamentar.,Jandira Feghali promete processar o deputado por indecoro parlamentar.,1,morph
"Já aos domingos, o horário apontado como ideal pelo torcedor é das 16h.",O horário de domingo às 11h teve mais desaprovação.,1,morph
Este é o prazo para a decisão sobre o veto à proposta de flexibilização do fator previdenciário.,A desflexibilização do fator previdenciário tem prazo de decisão próximo.,1,morph
O apresentador deixou uma mensagem tranquilizadora aos fãs do ator de 88 anos.,A mensagem visa deixar os fãs do ator mais despreocupados com o estado de saúde do mesmo.,1,morph
"O Valladolid é um grande clube, gostei do projeto que me apresentaram.","Se tiver de jogar pelo Valladolid, também será descansado, porque é o meu clube.",1,morph
"Por último, os peritos da Check Point indicam que está a notar-se um avanço continuado no desenvolvimento de malware para dispositivos móveis.","A Check Point, empresa de segurança, descobriu um novo malware para dispositivos móveis.",1,morph
Um menino está tocando animadamente o piano,Um menino toca despreocupado o piano,1,morph
Um homem de terno está de pé em frente a um microfone e cantando sem emoção,Um homem no palco está cantando desapaixonadamente no microfone,1,morph
O sistema travou ao processar o comando inválido.,O software se mostrou incapaz de executar a tarefa.,1,morph
A criança se recusou a compartilhar seus brinquedos.,A atitude da criança foi egoísta.,1,morph
O acordo comercial entre os países foi desfeito.,As negociações resultaram em um desacordo.,1,morph
O funcionário não cumpriu com as metas estabelecidas.,Seu desempenho foi insatisfatório.,1,morph
A porta não abre mesmo com a chave correta.,O mecanismo da tranca está inoperante.,1,morph
O vestido novo encolheu após a primeira lavagem.,O material era inadequado para aquecedor.,1,morph
O som do concerto não podia ser ouvido no fundo do auditório.,A acústica do local era imperfeita.,1,morph
O cliente devolveu o produto por considerar a qualidade baixa.,O cliente ficou insatisfeito com a mercadoria.,1,morph
O candidato não conseguiu responder às perguntas da banca.,O candidato se mostrou despreparado para a prova.,1,morph
A empresa descumpriu as normas de segurança.,A conduta da empresa foi irregular.,1,morph
O atleta foi afastado da competição por usar substâncias proibidas.,O competidor foi desclassificado por doping.,1,morph
O computador desligou sozinho durante a atualização.,O processo de atualização foi interrompido.,1,morph
O suspeito forneceu informações que não condiziam com a verdade.,Sua versão dos fatos era inverídica.,1,morph
A equipe não conseguiu encontrar uma solução para o problema.,A equipe se deparou com uma situação insolúvel.,1,morph
O governo revogou a lei aprovada no mês passado.,A legislação anterior foi anulada.,1,morph
A conexão de internet cai constantemente.,O serviço de internet é instável.,1,morph
O paciente não mostra sinais de melhora com o tratamento atual.,A terapia está se mostrando ineficaz.,1,morph
A conta foi cancelada por violar os termos de uso.,O acesso do usuário foi desativado.,1,morph
O aluno não concordou com a teoria apresentada pelo professor.,O aluno demonstrou discordância em relação à aula.,1,morph
A fechadura quebrou e a porta não pode ser trancada.,A fechadura ficou inutilizada.,1,morph
A empresa não conseguiu se adaptar às novas tecnologias.,A empresa se mostrou resistente à inovação.,1,morph
O filme foi criticado por desrespeitar a cultura local.,A produção foi acusada de desrespeito cultural.,1,morph
O motor não funciona corretamente em temperaturas baixas.,O motor é ineficiente no frio.,1,morph
A impressora para de funcionar quando o papel está emposado.,O equipamento é incompatível com umidade.,1,morph
O réu não apareceu para a audiência marcada.,O réu está ausente do tribunal.,1,morph
A equipe de futebol perdeu seus melhores jogadores para times rivais.,O time foi desfalcado de seus principais atletas.,1,morph
O organismo do paciente está atacando o novo rim.,O corpo começou a rejeitar o órgão transplantado.,1,lex
A celebridade disse que não endossa tal produto.,A celebridade vai negar endosso.,1,lex
O relógio de pêndulo da sala não marca as horas desde ontem.,Ele parou de funcionar.,1,lex
A testemunha declarou que não viu o ocorrido.,A testemunha vai negar ter presenciado.,1,lex
O país baniu a pesca naquela área de preservação.,O país vai proibir a pesca.,1,lex
O relatório final foi considerado incompleto pela diretoria.,Foi criticada a ausência de dados concretos.,1,lex
Os candidatos reprovados não terão nova oportunidade.,Os candidatos estão privados de segunda chance.,1,lex
Os estudantes da escola fechada não têm aulas.,Os estudantes estão privados de ensino.,1,lex
A empresa suspendeu as atividades por reforma.,As atividades vão parar para reforma.,1,lex
O técnico disse que o jogador lesionado não entrará em campo no jogo de domingo.,O jogador está privado de atuar no jogo de domingo.,1,lex
O estatuto do servidor proíbe acumulação de cargos.,Acumulação de cargos é de forma alguma admitida.,1,lex
A assembleia não ratificou o tratado internacional.,A assembleia vai rejeitar o tratado.,1,lex
"A luz do sol não entrava no quarto, tornando o ambiente sombrio.",A ausência de iluminação natural era total.,1,lex
O partido de oitura votou de forma unânime contra a medida provisória.,Eles vão se opor ao projeto do governo.,1,lex
Os órfãos não recebem afeto familiar.,Os órfãos estão privados de carinho dos pais.,1,lex
A ilha não tem acesso à internet.,A ilha está privada de conexão digital.,1,lex
O contrato de fornecimento chega ao seu termo final no próximo mês.,A entrega dos produtos vai cessar em junho.,1,lex
As mulheres presas não podem amamentar seus filhos.,As mulheres estão privadas de amamentação.,1,lex
Os animais no laboratório não veem a luz do sol.,Os animais estão privados de ambiente natural.,1,lex
A constituição torna inviável a prisão por dívida civil.,Prisão por dívida civil é de forma alguma legal.,1,lex
O artigo científico foi retirado da revista por conter dados fraudulentos.,O estudo foi excluído da publicação.,1,lex
A lei considera nulas cláusulas abusivas em contratos.,Cláusulas abusivas são de modo algum válidas.,1,lex
Os refugiados chegaram ao país apenas com a roupa do corpo.,Eles estão privados de seus pertences.,1,lex
A música que tocava no rádio deu lugar a um silêncio repentino.,A melodia parou de repente.,1,lex
As nações embargadas não podem importar medicamentos.,As nações estão privadas de remédios essenciais.,1,lex
O refugiado não tem documentos de identidade.,O refugiado está privado de documentação.,1,lex
Os soldados aguentaram o cerco por um mês.,Os soldados vão resistir ao cerco.,1,lex
Ele colocou as mãos para trás quando lhe ofereceram o docinho.,A criança vai recusar o agrado.,1,lex
Ela colocou uma capa sobre o sofá novo.,Ela pretende evitar manchas no tecido.,1,lex
O regulamento interno veda expressamente fotos nas dependências.,Fotos são de maneira nenhuma permitidas.,1,lex
A criança órfã não tem cuidados parentais.,A criança está privada de cuidados parentais.,1,lex
"Apesar da oferta tentadora, ele manteve sua decisão de não vender a empresa.",Ele vai recusar a proposta de compra.,1,lex
O fogo consumiu toda a matéria orgânica disponível na área.,"Sem nada para queimar, as chamas cessaram.",1,lex
"O réu manteve sua versão dos fatos, mesmo confrontado com novas provas.",Ele continuou a negar sua participação.,1,lex
O professor não veio dar aula hoje.,O professor está ausente hoje.,1,lex
O fornecimento de energia foi cortado por falta de pagamento.,O fornecimento de energia cessou.,1,lex
O som do mar some quando se fecha a janela do apartamento.,Quem mora longe da praia está privado de acordar com esse barulho.,1,lex
A defesa apresentou objeções à acusação.,A defesa vai se opor à acusação.,1,lex
O cantor principal passou mal momentos antes do show.,O vocalista terá de se ausentar da apresentação.,1,lex
O protocolo de segurança veda acesso sem identificação.,Acesso sem identificação é de forma alguma concedido.,1,lex
O caminhão fez um desvio pela estrada de terra.,O motorista preferiu evitar o pedágio.,1,lex
A pesquisa não recebeu verba pública.,A pesquisa está privada de financiamento governamental.,1,lex
A minoria discordou da decisão da maioria.,A minoria vai se opor à decisão.,1,lex
A empresa não quebrou durante a crise.,A empresa vai resistir à crise.,1,lex
O prazo legal para ação expirou há cinco anos.,O autor está sem chance de processar.,1,lex
O dono do estabelecimento não estava no local durante a fiscalização.,O dono estava ausente durante a fiscalização.,1,lex
O técnico não relacionou o jogador lesionado para a partida decisiva.,O atleta foi excluído do jogo.,1,lex
O acordo de confidencialidade proíbe divulgação de dados.,A divulgação é de maneira nenhuma permitida.,1,lex
A regra da competição determina a desclassificação de qualquer um que cometer falta grave.,Infratores serão excluídos do campeonato.,1,lex
O partido político fez campanha contra o impeachment.,O partido vai se opor ao impeachment.,1,lex
O sentimento de culpa simplesmente não existia para ele.,O remorso estava ausente de sua consciência.,1,lex
A empresa emitiu nota dizendo que não compactua com a prática.,A empresa vai negar envolvimento.,1,lex
"Ele sempre paga suas contas em dia, diretamente no banco.",Ele procura evitar o acúmulo de juros e multas.,1,lex
O funcionário afirmou que não vazou a informação.,O funcionário vai negar o vazamento.,1,lex
O país emitiu um comunicado oficial repudiando as acusações de espionagem.,O governo vai negar envolvimento nas atividades.,1,lex
O manual do produto alerta que abertura por usuários anula a garantia.,A abertura do produto é de modo algum autorizada.,1,lex
O banco não concedeu o empréstimo solicitado.,O banco vai rejeitar o empréstimo.,1,lex
O goleiro titular não jogará por suspensão.,O goleiro titular estará ausente do jogo.,1,lex
O instrutor mandou não olhar para a luz diretamente.,Deve-se evitar olhar diretamente para a luz.,1,lex
O acidente danificou suas cordas vocais de forma irreversível.,O cantor está privado de voltar a se apresentar.,1,lex
Os sintomas da doença desapareceram com o tratamento.,Os sintomas cessaram.,1,lex
A fábrica parou de emitir poluentes após a intervenção ambiental.,A emissão de poluentes deve cessar.,1,lex
O regulamento do clube reserva o uso da piscina apenas para associados.,As regras proíbem o acesso de não membros.,1,lex
"O ministro afirmou, em coletiva, que não havia qualquer irregularidade na licitação.",Ele procurou negar qualquer indício de malfeito.,1,lex
O quadro na parede da sala de estar deixou uma marca clara de onde estava.,"O objeto, agora ausente, ainda deixa sua lembrança.",1,lex
A escola não permite uso de celular em aula.,A escola vai proibir celular em aula.,1,lex
A comunidade não tem água encanada.,A comunidade está privada de água tratada.,1,lex
O apoio financeiro da matriz está condicionado aos resultados do trimestre.,"Caso as metas não sejam batidas, os repasses vão cessar.",1,lex
O ruído incômodo parou depois do reparo.,O ruído incômodo cessou.,1,lex
O dermatologista disse para não se expor ao sol sem protetor.,Deve-se evitar exposição solar sem proteção.,1,lex
O cliente não aceitou a proposta de empréstimo que o banco lhe ofereceu.,O cliente recusou a proposta.,1,lex
"É melhor não comentarmos sobre esse assunto com ela, sussurrou João.",Ele sugeriu evitar um tópico sensível.,1,lex
O professor recolheu os celulares dos alunos antes da prova.,Ele proibiu o uso de aparelhos eletrônicos durante o teste.,1,lex
O time perdeu porque não teve oportunidades de gol.,Houve falta de oportunidades de gol.,1,lex
A esteira rolante desliga sozinha após cinco minutos de inatividade.,O equipamento vai parar automaticamente.,1,lex
O réu não confessou o delito durante o interrogatório.,O réu vai negar o delito.,1,lex
A mulher na sociedade opressora não tem direito ao voto.,A mulher está privada de direitos políticos.,1,lex
O manual do carro novo recomenda dirigir em baixa rotação no início.,O motorista deve evitar acelerar muito.,1,lex
Ele leu a notícia terrível sem derramar uma única lágrima.,Ele conseguiu resistir ao choro.,1,lex
O manual instrui a não expor o aparelho à umidade.,Deve-se evitar expor o aparelho à umidade.,1,lex
O sinal vermelho indica que os carros não devem passar.,Os motoristas devem evitar passar no sinal vermelho.,1,lex
A entidade moveu ação contra a licença ambiental.,A entidade vai se opor à licença.,1,lex
A biblioteca central ficará em reforma por seis meses.,Os estudantes estarão privados de seu local de estudo principal.,1,lex
A festa ficou sem graça porque o anfitrião adoeceu.,A ausência do anfitrião tornou a festa sem graça.,1,lex
O sistema imunológico identificou o medicamento como uma ameaça.,As defesas do corpo podem rejeitar a droga.,1,lex
O computador travou e não responde mais.,O computador vai parar de responder.,1,lex
A empresa não tem capital de giro há meses.,A empresa está privada de recursos financeiros.,1,lex
O tratado internacional condena veementemente o uso de armas químicas.,O acordo proíbe esse tipo de armamento.,1,lex
O manual técnico proíbe terminantemente ligações incorretas.,Ligações incorretas são de maneira nenhuma autorizadas.,1,lex
Os doentes na fila do SUS não recebem tratamento.,Os doentes estão privados de cuidado médico.,1,lex
A testemunha-chave não foi localizada pela polícia.,A testemunha-chave permanece ausente.,1,lex
A comunidade lutou contra a construção da usina.,A comunidade vai se opor à construção.,1,lex
Os idosos no asilo abandonado não recebem visitas.,Os idosos estão privados de companhia familiar.,1,lex
O médico recomendou uma dieta com baixo teor de sódio.,O paciente deve evitar sal.,1,lex
Todos os ingressos foram vendidos em poucos minutos.,Quem não comprou logo está sem chance de entrar.,1,lex
A corte suprema julgou improcedente o recurso do acusado.,Os ministros vieram a rejeitar o pedido de revisão do caso.,1,lex
O tratado de não proliferação veda testes nucleares.,Testes nucleares são de forma alguma autorizados.,1,lex
O zumbido no ouvido que a incomodava há semanas simplesmente sumiu.,O incômodo cessou espontaneamente.,1,lex
O corte de energia afetou todo o bairro.,Os moradores estão privados de eletricidade.,1,lex
O produto não funciona sem a bateria.,A ausência de bateria impede o funcionamento.,1,lex
O tratamento não surtiu efeito porque o paciente não o seguiu.,A ausência de adesão ao tratamento anulou seu efeito.,1,lex
O caminhoneiro fez uma curva suave para a esquerda.,Ele conseguiu evitar o buraco na pista.,1,lex
O regulamento elimina candidatos com antecedentes.,Candidatos com antecedentes serão excluídos.,1,lex
O condomínio não autoriza mudanças na fachada.,O condomínio vai proibir alterações na fachada.,1,lex
O aviso no elevador indica que seu uso é vetado em caso de incêndio.,É proibido utilizar o elevador durante um sinistro.,1,lex
O grupo de WhatsApp removeu o membro que não seguia as regras de convivência.,O administrador decidiu excluir a pessoa.,1,lex
As populações indígenas não têm acesso à terra.,As populações estão privadas de seu território.,1,lex
O médico contraindicou alimentos com glúten.,O médico vai proibir glúten.,1,lex
O grupo removeu o membro que não seguia as regras.,O membro será excluído do grupo.,1,lex
O material não derreteu em altas temperaturas.,O material vai resistir ao calor.,1,lex
A lista final não contém os nomes dos reprovados.,Os reprovados serão excluídos da lista.,1,lex
O novo sistema de segurança bloqueou o acesso ao servidor antigo.,Os usuários foram privados de usar a plataforma anterior.,1,lex
O ônibus só embarca passageiros no ponto oficial designado.,O motorista não vai parar em qualquer lugar.,1,lex
O último voo partiu e não há outros até amanhã.,Os passageiros estão sem chance de sair hoje.,1,lex
A assembleia votou contra a emenda constitucional.,Os parlamentares vieram a rejeitar a proposta.,1,lex
Os trabalhadores sem contrato não têm férias remuneradas.,Os trabalhadores estão privados de direitos trabalhistas.,1,lex
O edital do concurso público especifica que candidatos com parentes em cargos de chefia não podem se inscrever.,O concurso proíbe a inscrição de pessoas com parentes em cargos de chefia.,1,lex
O coração do paciente sofreu uma fibrilação ventricular.,O órgão pode parar de bater.,1,lex
A escola pública não tem biblioteca.,A escola está privada de acervo bibliográfico.,1,lex
A empresa instalou um novo sistema de firewall.,Eles buscam evitar ataques cibernéticos.,1,lex
O paciente chegou sem sinais vitais à emergência.,O paciente está sem chance de reanimação.,1,lex
As empresas alvo de sanções não podem negociar.,As empresas estão privadas de comércio exterior.,1,lex
O filtro de spam identificou a mensagem como potencialmente perigosa.,O sistema vai rejeitar aquele e-mail.,1,lex
O paciente em coma não tem consciência do ambiente.,O paciente está privado de consciência.,1,lex
O código florestal proíbe desmatamento em APP.,Desmatamento em APP é de forma alguma legal.,1,lex
A linha de produção da fábrica ficou ociosa durante a greve.,A produção parou por tempo indeterminado.,1,lex
O contrato não permite sublocação do imóvel.,O contrato vai proibir a sublocação.,1,lex
A empresa não aceitou a mercadoria com defeito.,A empresa vai recusar a mercadoria.,1,lex
O réu não compareceu ao julgamento marcado.,Houve ausência do réu no julgamento.,1,lex
O processo está parado porque falta a assinatura do gestor.,A ausência da assinatura paralisa o processo.,1,lex
O governo lançou uma campanha de vacinação em massa.,Eles esperam evitar uma epidemia.,1,lex
A empresa não permite home office para estagiários.,A empresa vai proibir home office.,1,lex
O pai fechou o portão para que a criança não fosse para a rua.,Ele quis evitar que o filho se perdesse.,1,lex
O manual do produto contraindica uso contínuo.,O uso contínuo é de forma alguma recomendado.,1,lex
O regulamento do concurso anula candidaturas irregulares.,Candidaturas irregulares são de forma alguma válidas.,1,lex
O hospital tem uma política de não aceitar presentes em dinheiro dos pacientes.,A instituição vai recusar qualquer gratificação em espécie.,1,lex
O cachorro passou dois dias trancado sozinho.,O animal ficou privado de companhia.,1,lex
"O médico foi enfático: ""Nada de alimentos sólidos nas próximas 24 horas"".",Ele proibiu a ingestão de comida.,1,lex
As mulheres naquela cultura não têm direito à herança.,As mulheres estão privadas de direitos sucessórios.,1,lex
O contrato estabelece que não se deve revelar segredos industriais.,As partes devem evitar revelar segredos industriais.,1,lex
A lei federal restringe a venda de bebidas alcoólicas para menores de 18 anos.,A legislação proíbe a comercialização para adolescentes.,1,lex
As inscrições foram encerradas há uma hora.,Os candidatos tardios estão sem chance de se inscrever.,1,lex
A planta está em um vaso dentro de um escritório sem janelas.,Ela está privada de luz solar direta.,1,lex
O conselho editorial devolveu o manuscrito ao autor sem feedback.,Eles decidiram rejeitar a obra.,1,lex
A cidade não tem sistema de esgoto adequado.,A cidade está privada de saneamento básico.,1,lex
O time perdeu de 5x0 no primeiro jogo e não avança na competição.,O time está sem chance de classificação.,1,lex
A chuva de meteoros foi tão intensa que as pessoas paravam nas ruas para observar.,O fenômeno fez as pessoas pararem para olhar.,1,lex
A lei veda a venda de álcool para menores.,A lei vai proibir a venda para menores.,1,lex
A justiça determinou o bloqueio de todos os bens do investigado.,Ele ficou privado de acessar suas contas bancárias.,1,lex
A pesquisa de mercado descartou as respostas consideradas inconsistentes.,Os dados inválidos foram excluídos da análise.,1,lex
A música acabou de repente.,A música vai parar de tocar.,1,lex
O sinal na porta do laboratório mostra uma pessoa comendo dentro de um círculo vermelho.,É proibido consumir alimentos no local.,1,lex
Os dois países concordaram em parar com os ataques militares.,Os ataques militares vão cessar.,1,lex
O professor deixou claro que colar na prova resulta em expulsão.,Colar é de modo algum tolerado.,1,lex
A empresa retirou o produto defeituoso do mercado.,O produto será excluído do mercado.,1,lex
O atleta suportou a maratona até o final.,O atleta vai resistir à prova.,1,lex
O mecânico aconselhou a não dirigir com pneu careca.,Deve-se evitar dirigir com pneu careca.,1,lex
A máquina para de funcionar automaticamente após duas horas.,Sua operação cessa por segurança.,1,lex
O software removeu o arquivo corrompido.,O arquivo será excluído do sistema.,1,lex
O país não aceitou a ajuda humanitária oferecida.,O país vai recusar a ajuda.,1,lex
Os manifestantes bloquearam a estrada e não deixaram os caminhões passarem.,Os manifestantes se opuseram à passagem dos caminhões.,1,lex
O paciente surpreendeu os médicos ao se recuperar de uma infecção grave.,Seu organismo resistiu à doença.,1,lex
A estrutura do prédio suportou o terremoto.,A estrutura vai resistir ao terremoto.,1,lex
A máquina de cartão apitou três vezes e não completou a transação.,A operadora vai rejeitar o pagamento.,1,lex
